Fecha,LATINO,REP_DOM,BRAZIL,COLOMBIA,ECUADOR,ARGENTINA,MEXICO,PERU,PANAMA,VENEZUELA,URUGUAY,CHILE,EL_SALVADOR,RD_LATINO,,,,,,,,,,,,,,
20-May-10,4.04,4.48,2.44,2.62,9.32,8.50,2.32,2.21,2.21,12.18,2.72,1.52,3.36,0.44,,,,,,,,,,,,,,
20-May-10,4.04,4.48,2.44,2.62,9.32,8.50,2.32,2.21,2.21,12.18,2.72,1.52,3.36,0.44,,,,,,,,,,,,,,
21-May-10,4.05,4.71,2.48,2.62,9.33,8.44,2.32,2.24,2.25,12.01,2.79,1.50,3.40,0.66,,,,,,,,,,,,,,
24-May-10,4.01,4.72,2.42,2.51,9.31,8.32,2.24,2.18,2.22,12.24,2.74,1.61,3.40,0.71,,,,,,,,,,,,,,
25-May-10,4.15,4.95,2.51,2.60,9.62,8.78,2.35,2.27,2.29,12.81,2.81,1.66,3.48,0.80,,,,,,,,,,,,,,
26-May-10,4.04,4.87,2.41,2.48,9.54,8.33,2.24,2.19,2.15,12.74,2.73,1.66,3.44,0.83,,,,,,,,,,,,,,
27-May-10,3.88,4.86,2.28,2.34,9.42,7.96,2.11,2.05,1.98,12.41,2.55,1.59,3.32,0.98,,,,,,,,,,,,,,
28-May-10,3.93,4.71,2.34,2.41,9.52,8.07,2.19,2.08,1.95,12.44,2.61,1.62,3.37,0.77,,,,,,,,,,,,,,
1-Jun-10,3.91,4.67,2.35,2.34,9.52,8.14,2.10,2.08,1.88,12.57,2.60,1.62,3.38,0.75,,,,,,,,,,,,,,
2-Jun-10,3.82,4.44,2.29,2.25,9.48,7.87,2.03,2.02,1.79,12.32,2.55,1.61,3.31,0.61,,,,,,,,,,,,,,
3-Jun-10,3.76,4.35,2.22,2.17,9.20,7.75,1.97,1.92,1.78,12.23,2.47,1.61,3.27,0.59,,,,,,,,,,,,,,
4-Jun-10,3.99,4.59,2.44,2.38,9.37,8.16,2.19,2.11,1.99,12.76,2.67,1.61,3.44,0.60,,,,,,,,,,,,,,
7-Jun-10,4.02,4.57,2.44,2.36,9.65,8.42,2.16,2.13,2.04,13.06,2.66,1.57,3.43,0.55,,,,,,,,,,,,,,
8-Jun-10,4.12,4.70,2.51,2.42,9.66,8.52,2.26,2.20,2.08,13.49,2.69,1.70,3.50,0.58,,,,,,,,,,,,,,
9-Jun-10,4.05,4.61,2.47,2.37,9.64,8.44,2.20,2.12,2.07,13.15,2.65,1.67,3.48,0.56,,,,,,,,,,,,,,
10-Jun-10,3.88,4.43,2.34,2.20,9.53,8.08,2.06,2.01,1.96,12.61,2.53,1.67,3.27,0.55,,,,,,,,,,,,,,
11-Jun-10,3.96,4.52,2.42,2.32,9.62,8.33,2.15,2.12,2.07,12.37,2.62,1.65,3.37,0.56,,,,,,,,,,,,,,
14-Jun-10,3.88,4.35,2.33,2.22,9.58,8.19,2.09,2.06,2.02,12.26,2.55,1.66,3.32,0.47,,,,,,,,,,,,,,
15-Jun-10,3.81,4.22,2.22,2.10,9.55,8.15,2.01,2.00,1.97,12.23,2.49,1.60,3.25,0.42,,,,,,,,,,,,,,
16-Jun-10,3.79,4.24,4.24,2.10,9.57,7.95,1.99,1.99,1.99,12.12,2.51,1.52,3.29,0.46,,,,,,,,,,,,,,
17-Jun-10,3.81,4.21,2.28,2.17,9.66,8.00,2.02,2.04,2.03,11.85,2.57,1.49,3.35,0.40,,,,,,,,,,,,,,
18-Jun-10,3.71,4.17,2.22,2.12,9.63,7.69,1.98,2.00,1.99,11.35,2.52,1.46,3.31,0.45,,,,,,,,,,,,,,
21-Jun-10,3.69,4.07,2.21,2.10,9.62,7.58,1.98,1.96,1.97,11.33,2.51,1.45,3.22,0.38,,,,,,,,,,,,,,
22-Jun-10,3.78,4.15,2.31,2.16,9.68,7.77,2.05,2.04,2.07,11.59,2.54,1.44,3.28,0.36,,,,,,,,,,,,,,
23-Jun-10,3.83,4.16,2.37,2.17,9.74,7.85,2.10,2.10,2.12,11.74,2.55,1.43,3.33,0.32,,,,,,,,,,,,,,
24-Jun-10,3.82,4.13,2.35,2.17,9.71,7.92,2.05,2.06,2.09,11.87,2.49,1.42,3.29,0.31,,,,,,,,,,,,,,
25-Jun-10,3.84,4.15,2.37,2.19,9.74,7.95,2.08,2.07,2.10,11.91,2.51,1.44,3.32,0.31,,,,,,,,,,,,,,
28-Jun-10,3.86,4.23,2.38,2.17,9.95,7.80,2.10,2.12,2.15,11.96,2.55,1.42,3.39,0.37,,,,,,,,,,,,,,
29-Jun-10,3.97,4.31,2.48,2.30,10.00,8.03,2.16,2.20,2.23,12.25,2.60,1.47,3.48,0.35,,,,,,,,,,,,,,
30-Jun-10,4.03,4.32,2.47,2.29,10.13,8.45,2.12,2.15,2.20,12.47,2.60,1.46,3.53,0.28,,,,,,,,,,,,,,
1-Jul-10,4.09,4.31,2.50,2.31,10.14,8.70,2.16,2.19,2.23,12.77,2.63,1.48,3.60,0.21,,,,,,,,,,,,,,
2-Jul-10,4.04,4.29,2.46,2.28,10.13,8.56,2.12,2.09,2.17,12.73,2.57,1.45,3.54,0.25,,,,,,,,,,,,,,
6-Jul-10,4.04,4.30,2.44,2.28,10.18,8.28,2.12,2.12,2.21,12.81,2.61,1.48,3.59,0.27,,,,,,,,,,,,,,
7-Jul-10,3.94,4.17,2.35,2.19,10.16,8.03,2.04,1.98,2.13,12.77,2.46,1.42,3.52,0.24,,,,,,,,,,,,,,
8-Jul-10,3.87,4.11,2.32,2.16,10.14,7.86,2.04,1.96,2.10,12.20,2.40,1.40,3.49,0.24,,,,,,,,,,,,,,
9-Jul-10,3.79,4.01,2.28,2.06,9.97,7.75,2.00,1.92,2.04,11.93,2.32,1.38,3.46,0.22,,,,,,,,,,,,,,
12-Jul-10,3.78,4.02,2.23,2.05,9.98,7.67,1.98,1.91,2.05,11.98,2.29,1.39,3.48,0.24,,,,,,,,,,,,,,
13-Jul-10,3.69,3.93,2.11,1.91,9.92,7.57,1.96,1.84,1.93,11.91,2.22,1.36,3.42,0.24,,,,,,,,,,,,,,
14-Jul-10,3.75,3.98,2.20,1.91,9.99,7.61,2.08,1.88,1.94,12.03,2.25,1.35,3.53,0.22,,,,,,,,,,,,,,
15-Jul-10,3.80,4.05,2.26,1.95,10.07,7.70,2.12,1.87,1.99,12.08,2.28,1.35,3.60,0.25,,,,,,,,,,,,,,
16-Jul-10,3.81,4.08,2.27,2.00,10.12,7.74,2.10,1.90,2.02,12.05,2.31,1.36,3.63,0.26,,,,,,,,,,,,,,
19-Jul-10,3.75,4.05,2.21,1.96,10.11,7.65,2.04,1.84,1.93,11.98,2.23,1.36,3.60,0.30,,,,,,,,,,,,,,
20-Jul-10,3.73,4.08,2.19,1.97,10.13,7.62,2.00,1.79,1.89,11.90,2.25,1.35,3.64,0.35,,,,,,,,,,,,,,
21-Jul-10,3.78,4.10,2.25,2.02,10.17,7.58,2.06,1.86,1.95,11.92,2.29,1.36,3.72,0.33,,,,,,,,,,,,,,
22-Jul-10,3.67,4.05,2.17,1.92,10.29,7.33,1.99,1.81,1.85,11.52,2.24,1.36,3.66,0.38,,,,,,,,,,,,,,
23-Jul-10,3.60,3.99,2.10,1.81,10.24,7.35,1.91,1.74,1.75,11.47,2.15,1.37,3.59,0.39,,,,,,,,,,,,,,
26-Jul-10,3.52,3.94,2.03,1.70,10.23,7.22,1.87,1.68,1.69,11.24,2.13,1.36,3.58,0.42,,,,,,,,,,,,,,
27-Jul-10,3.47,3.89,2.00,1.69,10.18,7.11,1.83,1.60,1.65,11.10,2.08,1.36,3.54,0.42,,,,,,,,,,,,,,
28-Jul-10,3.52,3.95,2.05,1.75,10.26,7.12,1.87,1.67,1.69,11.11,2.11,1.35,3.65,0.43,,,,,,,,,,,,,,
29-Jul-10,3.50,3.96,2.02,1.76,10.27,7.06,1.85,1.64,1.69,11.00,2.11,1.36,3.62,0.46,,,,,,,,,,,,,,
30-Jul-10,3.57,4.05,2.12,1.83,10.37,7.21,1.92,1.71,1.78,11.04,2.20,1.33,3.65,0.48,,,,,,,,,,,,,,
2-Aug-10,3.43,4.01,2.03,1.73,10.34,7.00,1.78,1.58,1.71,10.64,2.11,1.27,3.51,0.57,,,,,,,,,,,,,,
3-Aug-10,3.44,3.84,2.03,1.75,10.42,7.11,1.76,1.57,1.72,10.65,2.15,1.40,3.37,0.40,,,,,,,,,,,,,,
4-Aug-10,3.35,3.71,1.98,1.67,10.36,6.84,1.70,1.49,1.68,10.46,2.05,1.29,3.33,0.35,,,,,,,,,,,,,,
5-Aug-10,3.39,3.76,2.03,1.70,10.42,6.88,1.73,1.56,1.65,10.49,2.09,1.36,3.37,0.37,,,,,,,,,,,,,,
6-Aug-10,3.44,3.78,2.06,1.74,10.47,6.85,1.77,1.58,1.73,10.71,2.17,1.41,3.45,0.34,,,,,,,,,,,,,,
9-Aug-10,3.33,3.82,1.93,1.54,10.46,6.66,1.66,1.45,1.55,10.83,2.09,1.32,3.44,0.49,,,,,,,,,,,,,,
10-Aug-10,3.37,3.66,1.94,1.56,10.52,6.71,1.70,1.47,1.59,11.10,2.10,1.35,3.37,0.29,,,,,,,,,,,,,,
11-Aug-10,3.41,3.67,1.94,1.51,10.55,6.86,1.72,1.48,1.62,11.43,2.11,1.40,3.46,0.26,,,,,,,,,,,,,,
12-Aug-10,3.41,3.63,1.93,1.52,10.52,6.89,1.71,1.46,1.62,11.55,2.08,1.30,3.43,0.22,,,,,,,,,,,,,,
13-Aug-10,3.47,3.65,1.98,1.63,10.52,6.85,1.76,1.50,1.65,11.79,2.13,1.35,3.48,0.19,,,,,,,,,,,,,,
16-Aug-10,3.56,3.75,2.06,1.70,10.60,7.05,1.84,1.60,1.76,12.02,2.24,1.31,3.57,0.19,,,,,,,,,,,,,,
17-Aug-10,3.41,3.68,1.96,1.50,10.02,6.91,1.72,1.47,1.58,11.50,2.12,1.31,3.49,0.27,,,,,,,,,,,,,,
18-Aug-10,3.34,3.68,1.94,1.42,10.01,6.97,1.68,1.42,1.54,11.06,2.04,1.32,3.49,0.34,,,,,,,,,,,,,,
19-Aug-10,3.40,3.74,1.99,1.50,10.06,7.06,1.72,1.48,1.59,11.36,1.96,1.31,3.56,0.34,,,,,,,,,,,,,,
20-Aug-10,3.42,3.70,2.01,1.53,10.31,7.08,1.72,1.49,1.57,11.61,1.96,1.32,3.57,0.28,,,,,,,,,,,,,,
23-Aug-10,3.39,3.68,1.99,1.54,10.30,7.04,1.70,1.47,1.55,11.48,1.90,1.32,3.54,0.29,,,,,,,,,,,,,,
24-Aug-10,3.56,3.78,2.12,1.71,10.39,7.41,1.84,1.62,1.66,11.88,2.01,1.32,3.63,0.22,,,,,,,,,,,,,,
25-Aug-10,3.57,3.65,2.09,1.73,10.34,7.66,1.85,1.61,1.66,11.96,2.00,1.31,3.61,0.08,,,,,,,,,,,,,,
26-Aug-10,3.67,3.69,2.18,1.81,10.35,7.92,1.94,1.71,1.80,12.07,2.05,1.33,3.66,0.02,,,,,,,,,,,,,,
27-Aug-10,3.58,3.54,2.12,1.78,10.24,7.71,1.87,1.68,1.66,11.93,1.88,1.17,3.52,-0.04,,,,,,,,,,,,,,
30-Aug-10,3.72,3.62,2.26,1.93,10.35,7.74,2.00,1.85,1.83,12.09,2.04,1.34,3.64,-0.10,,,,,,,,,,,,,,
31-Aug-10,3.76,3.69,2.29,1.97,10.40,7.78,2.10,1.91,1.93,12.14,2.19,1.38,3.74,-0.07,,,,,,,,,,,,,,
1-Sep-10,3.62,3.54,2.17,1.88,10.33,7.42,1.99,1.72,1.79,12.04,2.04,1.34,3.61,-0.08,,,,,,,,,,,,,,
2-Sep-10,3.58,3.50,2.16,1.76,10.33,7.27,2.00,1.60,1.73,12.12,2.03,1.34,3.56,-0.08,,,,,,,,,,,,,,
3-Sep-10,3.51,3.37,2.08,1.72,10.25,7.04,1.95,1.54,1.65,12.12,1.95,1.32,3.48,-0.14,,,,,,,,,,,,,,
7-Sep-10,3.66,3.39,2.21,1.84,10.35,7.26,2.08,1.69,1.77,12.48,2.10,1.33,3.64,-0.27,,,,,,,,,,,,,,
8-Sep-10,3.69,3.33,2.20,1.90,10.30,7.34,2.08,1.67,1.77,12.91,2.05,1.32,3.58,-0.35,,,,,,,,,,,,,,
9-Sep-10,3.61,3.32,2.13,1.81,10.20,7.29,2.01,1.59,1.69,12.79,1.93,1.31,3.49,-0.29,,,,,,,,,,,,,,
10-Sep-10,3.56,3.28,2.09,1.71,10.18,7.29,1.96,1.54,1.66,12.64,1.91,1.30,3.45,-0.28,,,,,,,,,,,,,,
13-Sep-10,3.59,3.35,2.10,1.77,10.12,7.17,1.99,1.59,1.70,12.68,1.98,1.32,3.50,-0.24,,,,,,,,,,,,,,
14-Sep-10,3.61,3.43,2.12,1.77,10.20,7.01,1.99,1.63,1.76,12.89,2.03,1.32,3.58,-0.19,,,,,,,,,,,,,,
15-Sep-10,3.51,3.39,2.03,1.66,10.19,6.83,1.90,1.53,1.69,12.60,1.96,1.33,3.51,-0.12,,,,,,,,,,,,,,
16-Sep-10,3.43,3.33,1.92,1.62,10.17,6.69,1.85,1.50,1.58,12.42,1.90,1.31,3.45,-0.10,,,,,,,,,,,,,,
17-Sep-10,3.48,3.35,1.96,1.64,10.19,6.77,1.93,1.62,1.62,12.37,1.93,1.31,3.47,-0.13,,,,,,,,,,,,,,
20-Sep-10,3.52,3.39,1.98,1.74,10.22,6.75,1.98,1.71,1.70,12.25,1.96,1.32,3.52,-0.13,,,,,,,,,,,,,,
21-Sep-10,3.62,3.43,2.10,1.86,10.32,6.93,2.12,1.78,1.82,12.07,2.10,1.34,3.63,-0.18,,,,,,,,,,,,,,
22-Sep-10,3.61,3.40,2.11,1.81,10.32,6.97,2.07,1.80,1.85,11.92,2.14,1.35,3.66,-0.20,,,,,,,,,,,,,,
23-Sep-10,3.63,3.39,2.10,1.82,10.31,7.13,2.07,1.84,1.84,12.13,2.12,1.36,3.66,-0.24,,,,,,,,,,,,,,
24-Sep-10,3.54,3.35,2.02,1.74,10.29,6.94,1.99,1.76,1.76,11.83,2.07,1.35,3.55,-0.19,,,,,,,,,,,,,,
27-Sep-10,3.55,3.43,2.06,1.75,10.36,6.91,2.01,1.80,1.81,11.62,2.17,1.36,3.64,-0.13,,,,,,,,,,,,,,
28-Sep-10,3.58,3.44,2.11,1.78,10.41,6.96,2.01,1.82,1.80,11.71,2.20,1.38,3.68,-0.14,,,,,,,,,,,,,,
29-Sep-10,3.50,3.34,2.04,1.68,10.36,6.93,1.93,1.72,1.72,11.49,2.15,1.36,3.64,-0.17,,,,,,,,,,,,,,
30-Sep-10,3.51,3.33,2.03,1.69,12.26,6.89,1.91,1.74,1.74,11.62,2.14,1.36,3.61,-0.17,,,,,,,,,,,,,,
1-Oct-10,3.47,3.33,1.99,1.66,10.10,6.77,1.90,1.71,1.72,11.54,2.12,1.37,3.60,-0.14,,,,,,,,,,,,,,
4-Oct-10,3.51,3.37,2.02,1.69,10.15,6.83,1.92,1.77,1.78,11.61,2.14,1.38,3.63,-0.14,,,,,,,,,,,,,,
5-Oct-10,3.48,3.39,2.00,1.73,10.17,6.61,1.95,1.78,1.78,11.36,2.14,1.35,3.64,-0.09,,,,,,,,,,,,,,
6-Oct-10,3.51,3.44,1.99,1.77,10.21,6.67,1.98,1.82,1.83,11.37,2.14,1.36,3.70,-0.07,,,,,,,,,,,,,,
7-Oct-10,3.48,3.46,1.98,1.75,10.24,6.61,1.97,1.73,1.81,11.33,2.12,1.36,3.69,-0.03,,,,,,,,,,,,,,
8-Oct-10,3.45,3.50,1.94,1.71,10.29,6.43,1.96,1.71,1.77,11.20,2.13,1.39,3.72,0.05,,,,,,,,,,,,,,
12-Oct-10,3.31,3.44,1.82,1.58,10.25,6.03,1.83,1.60,1.69,11.09,2.04,1.34,3.63,0.13,,,,,,,,,,,,,,
13-Oct-10,3.23,3.28,1.77,1.57,10.40,5.86,1.80,1.54,1.61,10.73,1.95,1.32,3.51,0.05,,,,,,,,,,,,,,
14-Oct-10,3.21,3.23,1.74,1.51,10.35,5.98,1.78,1.48,1.55,10.91,1.84,1.33,3.39,0.01,,,,,,,,,,,,,,
15-Oct-10,3.20,3.25,1.70,1.51,10.07,5.93,1.81,1.45,1.56,11.00,1.77,1.33,3.32,0.05,,,,,,,,,,,,,,
18-Oct-10,3.29,3.25,1.79,1.61,10.13,5.99,1.89,1.53,1.64,11.26,1.84,1.33,3.33,-0.04,,,,,,,,,,,,,,
19-Oct-10,3.37,3.29,1.88,1.65,10.15,6.18,1.94,1.63,1.67,11.56,1.86,1.33,3.35,-0.09,,,,,,,,,,,,,,
20-Oct-10,3.36,3.28,1.85,1.62,10.16,6.20,1.92,1.64,1.66,11.61,1.86,1.32,3.31,-0.08,,,,,,,,,,,,,,
21-Oct-10,3.34,3.24,1.83,1.64,10.13,6.23,1.89,1.58,1.59,11.61,1.80,1.32,3.25,-0.10,,,,,,,,,,,,,,
22-Oct-10,3.27,3.22,1.81,1.51,10.12,6.20,1.82,1.51,1.54,11.48,1.72,1.31,3.23,-0.06,,,,,,,,,,,,,,
25-Oct-10,3.20,3.20,1.76,1.45,10.09,6.05,1.73,1.45,1.44,11.39,1.62,1.31,3.17,0.01,,,,,,,,,,,,,,
26-Oct-10,3.14,3.13,1.72,1.44,10.03,5.96,1.69,1.37,1.33,11.32,1.52,1.30,3.03,-0.01,,,,,,,,,,,,,,
27-Oct-10,3.05,3.05,1.69,1.36,9.97,5.45,1.62,1.30,1.28,11.39,1.45,1.28,2.95,-0.00,,,,,,,,,,,,,,
28-Oct-10,3.06,3.04,1.70,1.36,10.04,5.39,1.64,1.33,1.31,11.27,1.49,1.30,2.99,-0.02,,,,,,,,,,,,,,
29-Oct-10,3.12,3.10,1.73,1.38,10.11,5.43,1.55,1.36,1.35,11.48,1.51,1.30,3.06,-0.02,,,,,,,,,,,,,,
1-Nov-10,3.08,3.07,1.69,1.32,10.12,5.47,1.49,1.25,1.31,11.49,1.50,1.27,3.03,-0.01,,,,,,,,,,,,,,
2-Nov-10,3.11,3.09,1.72,1.36,10.13,5.51,1.50,1.32,1.34,11.47,1.53,1.24,3.08,-0.01,,,,,,,,,,,,,,
3-Nov-10,3.06,3.11,1.69,1.35,10.16,5.32,1.49,1.30,1.29,11.31,1.48,1.26,3.01,0.05,,,,,,,,,,,,,,
4-Nov-10,3.07,3.24,1.73,1.37,10.26,5.21,1.51,1.37,1.39,10.94,1.58,1.28,3.09,0.16,,,,,,,,,,,,,,
5-Nov-10,3.04,3.17,1.71,1.35,10.19,5.14,1.52,1.35,1.36,10.75,1.53,1.23,3.02,0.13,,,,,,,,,,,,,,
8-Nov-10,3.12,3.14,1.77,1.47,10.15,5.26,1.59,1.50,1.39,10.98,1.55,1.22,3.03,0.03,,,,,,,,,,,,,,
9-Nov-10,3.08,3.05,1.71,1.43,10.04,5.29,1.58,1.46,1.39,10.92,1.46,1.21,2.94,-0.03,,,,,,,,,,,,,,
10-Nov-10,3.14,3.08,1.73,1.47,10.08,5.33,1.62,1.55,1.52,10.97,1.59,1.20,2.95,-0.06,,,,,,,,,,,,,,
11-Nov-10,3.14,3.08,1.73,1.47,10.08,5.33,1.62,1.55,1.52,10.97,1.59,1.20,2.95,-0.06,,,,,,,,,,,,,,
12-Nov-10,3.16,2.99,1.74,1.51,9.96,5.44,1.67,1.56,1.49,11.10,1.56,1.20,2.89,-0.17,,,,,,,,,,,,,,
15-Nov-10,3.13,2.85,1.69,1.45,9.82,5.42,1.63,1.52,1.49,11.09,1.51,1.20,2.92,-0.28,,,,,,,,,,,,,,
16-Nov-10,3.32,2.97,1.85,1.68,9.85,5.81,1.86,1.63,1.62,11.49,1.67,1.22,3.03,-0.35,,,,,,,,,,,,,,
17-Nov-10,3.25,2.96,1.73,1.58,9.86,5.69,1.73,1.54,1.58,11.53,1.66,1.25,2.99,-0.29,,,,,,,,,,,,,,
18-Nov-10,3.21,2.93,1.73,1.57,9.83,5.48,1.69,1.52,1.47,11.60,1.66,1.24,2.98,-0.28,,,,,,,,,,,,,,
19-Nov-10,3.23,3.01,1.75,1.59,9.81,5.43,1.71,1.55,1.50,11.62,1.70,1.25,3.02,-0.22,,,,,,,,,,,,,,
22-Nov-10,3.30,3.13,1.81,1.63,9.90,5.50,1.78,1.61,1.58,11.75,1.77,1.27,3.12,-0.17,,,,,,,,,,,,,,
23-Nov-10,3.37,3.17,1.87,1.68,9.95,5.60,1.81,1.69,1.62,12.03,1.83,1.27,3.18,-0.20,,,,,,,,,,,,,,
24-Nov-10,3.22,3.03,1.75,1.53,9.79,5.33,1.66,1.53,1.47,11.88,1.69,1.14,3.04,-0.19,,,,,,,,,,,,,,
29-Nov-10,3.40,3.15,1.89,1.69,9.83,5.69,1.80,1.70,1.59,12.44,1.79,1.25,3.20,-0.25,,,,,,,,,,,,,,
30-Nov-10,3.50,3.31,1.98,1.80,9.88,5.97,1.87,1.80,1.70,12.91,1.85,1.28,3.30,-0.19,,,,,,,,,,,,,,
1-Dec-10,3.30,3.13,1.83,1.66,9.71,5.63,1.72,1.63,1.51,12.28,1.68,1.22,3.13,-0.18,,,,,,,,,,,,,,
2-Dec-10,3.24,3.11,1.78,1.61,9.69,5.48,1.69,1.60,1.49,11.84,1.67,1.23,3.09,-0.13,,,,,,,,,,,,,,
3-Dec-10,3.17,3.11,1.72,1.56,9.74,5.43,1.63,1.54,1.42,11.45,1.82,1.21,3.02,-0.06,,,,,,,,,,,,,,
6-Dec-10,3.21,3.24,1.77,1.58,9.84,5.44,1.66,1.56,1.46,11.54,1.86,1.23,3.09,0.03,,,,,,,,,,,,,,
7-Dec-10,3.03,2.92,1.63,1.48,9.62,5.13,1.50,1.42,1.28,11.21,1.62,1.18,2.87,-0.11,,,,,,,,,,,,,,
8-Dec-10,3.08,2.92,1.68,1.50,9.52,5.21,1.55,1.48,1.30,11.43,1.57,1.17,2.82,-0.16,,,,,,,,,,,,,,
9-Dec-10,3.08,2.93,1.69,1.48,9.49,5.21,1.51,1.54,1.37,11.42,1.61,1.18,2.85,-0.15,,,,,,,,,,,,,,
10-Dec-10,3.05,2.85,1.67,1.45,9.16,5.21,1.50,1.49,1.34,11.39,1.54,1.15,2.81,-0.20,,,,,,,,,,,,,,
13-Dec-10,3.09,2.91,1.72,1.54,9.22,5.21,1.54,1.53,1.41,11.34,1.55,1.15,2.83,-0.18,,,,,,,,,,,,,,
14-Dec-10,2.98,2.74,1.66,1.48,9.07,5.11,1.46,1.42,1.24,11.09,1.37,1.11,2.65,-0.24,,,,,,,,,,,,,,
15-Dec-10,3.07,2.74,1.75,1.55,9.04,5.29,1.57,1.49,1.39,11.14,1.40,1.10,2.71,-0.33,,,,,,,,,,,,,,
16-Dec-10,3.15,2.79,1.84,1.65,9.08,5.29,1.68,1.64,1.50,11.07,1.50,1.12,2.81,-0.37,,,,,,,,,,,,,,
17-Dec-10,3.28,3.01,1.99,1.80,9.19,5.47,1.78,1.78,1.68,10.96,1.79,1.15,3.01,-0.27,,,,,,,,,,,,,,
20-Dec-10,3.22,2.98,1.84,1.70,9.17,5.28,1.70,1.65,1.64,11.30,1.81,1.16,2.97,-0.24,,,,,,,,,,,,,,
21-Dec-10,3.23,3.15,1.87,1.72,9.16,5.23,1.73,1.62,1.65,11.32,1.81,1.16,2.99,-0.08,,,,,,,,,,,,,,
22-Dec-10,3.17,3.15,1.81,1.67,9.12,5.07,1.68,1.61,1.57,11.16,1.79,1.13,2.96,-0.02,,,,,,,,,,,,,,
23-Dec-10,3.15,3.16,1.80,1.65,9.08,5.01,1.67,1.59,1.52,11.13,1.76,1.15,2.94,0.02,,,,,,,,,,,,,,
27-Dec-10,3.13,3.14,1.78,1.63,9.04,5.00,1.65,1.57,1.51,11.11,1.74,1.14,2.92,0.01,,,,,,,,,,,,,,
28-Dec-10,3.11,3.13,1.78,1.61,9.04,4.93,1.64,1.52,1.50,11.17,1.72,1.07,2.91,0.02,,,,,,,,,,,,,,
29-Dec-10,3.18,3.17,1.84,1.66,9.08,4.99,1.69,1.57,1.56,11.30,1.80,1.23,2.96,-0.01,,,,,,,,,,,,,,
30-Dec-10,3.14,3.14,1.80,1.62,9.05,4.98,1.64,1.54,1.53,11.26,1.77,1.08,2.93,0.00,,,,,,,,,,,,,,
31-Dec-10,3.19,3.22,1.89,1.72,9.13,5.07,1.73,1.65,1.62,11.14,1.89,1.15,3.02,0.04,,,,,,,,,,,,,,
3-Jan-11,3.11,3.22,1.81,1.63,9.14,4.93,1.64,1.61,1.57,10.96,1.88,1.17,2.93,0.11,,,,,,,,,,,,,,
4-Jan-11,2.98,3.31,1.68,1.41,8.86,4.89,1.49,1.41,1.39,10.99,1.78,1.14,2.84,0.32,,,,,,,,,,,,,,
5-Jan-11,2.93,3.17,1.64,1.37,8.74,4.83,1.46,1.35,1.32,11.04,1.70,1.10,2.70,0.24,,,,,,,,,,,,,,
6-Jan-11,2.97,3.24,1.65,1.41,8.80,4.86,1.47,1.42,1.36,11.21,1.71,1.13,2.76,0.27,,,,,,,,,,,,,,
7-Jan-11,3.05,3.34,1.70,1.47,8.92,5.03,1.55,1.47,1.44,11.35,1.78,1.14,2.83,0.29,,,,,,,,,,,,,,
10-Jan-11,3.09,3.38,1.74,1.52,8.96,5.02,1.58,1.51,1.46,11.46,1.83,1.17,2.88,0.29,,,,,,,,,,,,,,
11-Jan-11,3.01,3.33,1.69,1.44,8.92,4.88,1.50,1.44,1.41,11.35,1.72,1.14,2.83,0.32,,,,,,,,,,,,,,
12-Jan-11,2.98,3.32,1.66,1.38,8.91,4.78,1.49,1.41,1.39,11.27,1.70,1.14,2.82,0.34,,,,,,,,,,,,,,
13-Jan-11,3.00,3.37,1.68,1.43,8.97,4.79,1.50,1.43,1.41,11.24,1.74,1.15,2.86,0.37,,,,,,,,,,,,,,
14-Jan-11,3.01,3.38,1.70,1.42,8.96,4.85,1.55,1.43,1.40,11.16,1.75,1.14,2.85,0.38,,,,,,,,,,,,,,
18-Jan-11,2.97,3.35,1.67,1.40,8.39,4.75,1.55,1.40,1.34,11.03,1.69,1.16,2.80,0.38,,,,,,,,,,,,,,
19-Jan-11,3.05,3.38,1.75,1.48,8.41,4.95,1.64,1.48,1.38,11.20,1.71,1.19,2.85,0.33,,,,,,,,,,,,,,
20-Jan-11,3.00,3.26,1.72,1.47,8.31,4.89,1.59,1.42,1.34,11.16,1.62,1.09,2.79,0.26,,,,,,,,,,,,,,
21-Jan-11,3.01,3.29,1.70,1.47,8.34,4.93,1.58,1.44,1.40,11.12,1.64,1.17,2.81,0.27,,,,,,,,,,,,,,
24-Jan-11,2.99,3.34,1.66,1.42,8.35,4.85,1.58,1.43,1.41,11.03,1.66,1.17,2.86,0.35,,,,,,,,,,,,,,
25-Jan-11,3.07,3.41,1.73,1.52,8.42,5.03,1.61,1.52,1.44,11.20,1.75,1.20,2.99,0.34,,,,,,,,,,,,,,
26-Jan-11,2.99,3.41,1.67,1.42,8.36,4.99,1.51,1.40,1.40,11.10,1.63,1.19,2.86,0.42,,,,,,,,,,,,,,
27-Jan-11,3.06,3.44,1.75,1.46,8.38,5.08,1.56,1.48,1.47,11.20,1.67,1.19,2.97,0.38,,,,,,,,,,,,,,
28-Jan-11,3.22,3.60,1.86,1.57,8.44,5.55,1.69,1.57,1.57,11.50,1.82,1.25,3.09,0.38,,,,,,,,,,,,,,
31-Jan-11,3.16,3.64,1.79,1.50,8.41,5.52,1.62,1.52,1.50,11.39,1.77,1.25,3.04,0.49,,,,,,,,,,,,,,
1-Feb-11,3.04,3.64,1.70,1.41,8.35,5.25,1.53,1.45,1.42,11.02,1.68,1.21,2.98,0.60,,,,,,,,,,,,,,
