Fecha,LATINO,REP_DOM,BRAZIL,COLOMBIA,ECUADOR,ARGENTINA,MEXICO,PERU,PANAMA,VENEZUELA,URUGUAY,CHILE,EL_SALVADOR,RD_LATINO,,,,,,,,,,,,,,
29-Oct-07,2.33,2.28,1.75,1.60,5.97,3.50,1.26,1.46,1.57,4.02,2.05,,,-0.04,,,,,,,,,,,,,,
30-Oct-07,2.31,2.28,1.73,1.57,5.96,3.41,1.26,1.45,1.57,3.99,2.02,,,-0.03,,,,,,,,,,,,,,
31-Oct-07,2.20,2.13,1.66,1.48,5.75,3.12,1.21,1.37,1.46,3.83,1.91,,,-0.07,,,,,,,,,,,,,,
1-Nov-07,2.32,2.23,1.78,1.61,5.90,3.29,1.31,1.46,1.57,4.01,1.98,,,-0.09,,,,,,,,,,,,,,
2-Nov-07,2.40,2.31,1.85,1.68,5.96,3.41,1.38,1.53,1.66,4.13,2.04,,,-0.09,,,,,,,,,,,,,,
5-Nov-07,2.42,2.28,1.85,1.66,5.94,3.55,1.36,1.51,1.65,4.30,2.03,,,-0.14,,,,,,,,,,,,,,
6-Nov-07,2.39,2.25,1.83,1.65,5.85,3.45,1.33,1.51,1.62,4.25,1.99,,,-0.14,,,,,,,,,,,,,,
7-Nov-07,2.48,2.29,1.90,1.76,6.09,3.60,1.39,1.55,1.68,4.45,2.03,,,-0.19,,,,,,,,,,,,,,
8-Nov-07,2.58,2.40,1.99,1.85,6.17,3.85,1.46,1.63,1.76,4.59,2.09,,,-0.18,,,,,,,,,,,,,,
9-Nov-07,2.61,2.44,2.02,1.88,6.21,3.87,1.50,1.67,1.79,4.63,2.13,,,-0.17,,,,,,,,,,,,,,
13-Nov-07,2.61,2.40,2.01,1.87,6.11,3.83,1.51,1.67,1.81,4.64,2.16,,,-0.21,,,,,,,,,,,,,,
14-Nov-07,2.57,2.46,1.96,1.83,6.06,3.73,1.48,1.64,1.78,4.58,2.16,,,-0.11,,,,,,,,,,,,,,
15-Nov-07,2.66,2.52,2.01,1.94,6.09,3.99,1.54,1.70,1.82,4.80,2.19,,,-0.14,,,,,,,,,,,,,,
16-Nov-07,2.74,2.64,2.09,2.01,6.16,4.04,1.62,1.77,1.92,4.93,2.30,,,-0.11,,,,,,,,,,,,,,
19-Nov-07,2.86,2.72,2.19,2.09,6.31,4.25,1.69,1.88,1.99,5.21,2.37,,,-0.13,,,,,,,,,,,,,,
20-Nov-07,2.87,2.76,2.20,2.10,6.19,4.13,1.70,1.85,2.00,5.33,2.37,,,-0.10,,,,,,,,,,,,,,
21-Nov-07,2.98,2.84,2.33,2.19,6.37,4.41,1.75,1.91,2.03,5.52,2.43,,,-0.14,,,,,,,,,,,,,,
23-Nov-07,2.97,2.81,2.32,2.18,6.29,4.45,1.73,1.90,2.02,5.51,2.43,,,-0.16,,,,,,,,,,,,,,
26-Nov-07,3.18,2.98,2.53,2.41,6.54,4.71,1.91,2.06,2.20,5.87,2.63,,,-0.19,,,,,,,,,,,,,,
27-Nov-07,3.08,2.88,2.45,2.28,6.42,4.54,1.82,1.98,2.14,5.78,2.55,,,-0.21,,,,,,,,,,,,,,
28-Nov-07,2.94,2.74,2.28,2.10,6.27,4.20,1.69,1.91,2.00,5.63,2.45,,,-0.19,,,,,,,,,,,,,,
29-Nov-07,2.99,2.83,2.32,2.15,6.33,4.12,1.76,1.97,2.04,5.76,2.51,,,-0.16,,,,,,,,,,,,,,
30-Nov-07,2.87,2.69,2.19,2.00,6.16,4.01,1.70,1.88,1.95,5.56,2.44,,,-0.19,,,,,,,,,,,,,,
3-Dec-07,2.93,2.82,2.30,2.08,6.32,4.07,1.79,1.97,2.00,5.40,2.52,,,-0.11,,,,,,,,,,,,,,
4-Dec-07,2.96,2.83,2.30,2.11,6.32,4.11,1.80,1.98,2.02,5.55,2.52,,,-0.13,,,,,,,,,,,,,,
5-Dec-07,2.92,2.82,2.26,2.05,6.27,4.06,1.77,1.92,1.94,5.54,2.50,,,-0.11,,,,,,,,,,,,,,
6-Dec-07,2.83,2.73,2.17,1.94,6.18,3.87,1.69,1.83,1.83,5.46,2.41,,,-0.10,,,,,,,,,,,,,,
7-Dec-07,2.75,2.66,2.11,1.85,6.11,3.69,1.64,1.77,1.78,5.30,2.33,,,-0.09,,,,,,,,,,,,,,
10-Dec-07,2.66,2.57,2.04,1.77,5.88,3.57,1.58,1.67,1.71,5.18,2.26,,,-0.09,,,,,,,,,,,,,,
11-Dec-07,2.79,2.75,2.16,1.90,6.06,3.78,1.68,1.79,1.82,5.33,2.39,,,-0.04,,,,,,,,,,,,,,
12-Dec-07,2.77,2.75,2.13,1.88,6.03,3.80,1.64,1.76,1.78,5.32,2.38,,,-0.02,,,,,,,,,,,,,,
13-Dec-07,2.68,2.63,2.04,1.77,5.91,3.84,1.55,1.65,1.68,5.24,2.25,,,-0.06,,,,,,,,,,,,,,
14-Dec-07,2.66,2.59,2.01,1.71,5.86,3.88,1.54,1.60,1.63,5.21,2.24,,,-0.07,,,,,,,,,,,,,,
17-Dec-07,2.73,2.63,2.11,1.80,5.96,4.03,1.59,1.65,1.68,5.30,2.27,,,-0.11,,,,,,,,,,,,,,
18-Dec-07,2.78,2.70,2.16,1.85,6.01,4.05,1.66,1.71,1.75,5.31,2.35,,,-0.09,,,,,,,,,,,,,,
19-Dec-07,2.84,2.75,2.22,1.92,6.07,4.12,1.72,1.78,1.82,5.34,2.42,,,-0.09,,,,,,,,,,,,,,
20-Dec-07,2.88,2.80,2.28,1.98,6.11,4.13,1.76,1.83,1.86,5.34,2.46,,,-0.08,,,,,,,,,,,,,,
21-Dec-07,2.76,2.68,2.13,1.87,6.00,3.99,1.64,1.71,1.76,5.16,2.35,,,-0.08,,,,,,,,,,,,,,
24-Dec-07,2.69,2.61,2.06,1.80,5.93,3.93,1.57,1.65,1.69,5.09,2.28,,,-0.08,,,,,,,,,,,,,,
26-Dec-07,2.66,2.58,2.02,1.77,5.90,3.90,1.54,1.62,1.65,5.05,2.25,,,-0.08,,,,,,,,,,,,,,
27-Dec-07,2.67,2.59,2.05,1.77,5.98,3.92,1.55,1.62,1.67,5.07,2.26,,,-0.08,,,,,,,,,,,,,,
28-Dec-07,2.75,2.68,2.12,1.86,6.06,4.01,1.63,1.70,1.74,5.15,2.34,,,-0.07,,,,,,,,,,,,,,
31-Dec-07,2.83,2.81,2.20,1.95,6.14,4.10,1.72,1.78,1.84,5.23,2.43,,,-0.02,,,,,,,,,,,,,,
2-Jan-08,2.92,2.91,2.27,2.08,6.24,4.23,1.79,1.88,1.94,5.30,2.55,,,-0.01,,,,,,,,,,,,,,
3-Jan-08,2.91,2.92,2.25,2.10,6.21,4.22,1.77,1.87,1.95,5.24,2.55,,,0.01,,,,,,,,,,,,,,
4-Jan-08,2.97,3.01,2.30,2.20,6.24,4.36,1.80,1.92,2.00,5.35,2.60,,,0.04,,,,,,,,,,,,,,
7-Jan-08,2.94,3.00,2.29,2.19,6.27,4.28,1.79,1.88,2.01,5.20,2.61,,,0.06,,,,,,,,,,,,,,
8-Jan-08,2.89,3.12,2.24,2.20,6.22,4.19,1.79,1.83,1.97,5.02,2.59,,,0.23,,,,,,,,,,,,,,
9-Jan-08,2.99,3.11,2.37,2.35,6.30,4.37,1.87,1.89,2.04,5.07,2.66,,,0.12,,,,,,,,,,,,,,
10-Jan-08,2.88,3.03,2.25,2.21,6.22,4.21,1.76,1.81,1.98,4.90,2.60,,,0.15,,,,,,,,,,,,,,
11-Jan-08,2.91,3.09,2.30,2.26,6.21,4.14,1.82,1.90,2.05,4.90,2.60,,,0.18,,,,,,,,,,,,,,
14-Jan-08,2.94,3.15,2.30,2.29,6.21,4.16,1.83,1.88,2.12,4.98,2.63,,,0.21,,,,,,,,,,,,,,
15-Jan-08,3.02,3.22,2.38,2.41,6.31,4.26,1.87,1.91,2.17,5.15,2.73,,,0.20,,,,,,,,,,,,,,
16-Jan-08,3.01,3.27,2.36,2.38,6.33,4.31,1.84,1.93,2.18,5.12,2.71,,,0.26,,,,,,,,,,,,,,
17-Jan-08,3.12,3.35,2.47,2.50,6.43,4.46,1.91,2.02,2.26,5.32,2.79,,,0.23,,,,,,,,,,,,,,
18-Jan-08,3.14,3.37,2.52,2.59,6.41,4.54,1.88,2.00,2.26,5.41,2.76,,,0.24,,,,,,,,,,,,,,
22-Jan-08,3.31,3.59,2.69,2.80,6.54,4.73,2.02,2.15,2.42,5.69,2.91,,,0.28,,,,,,,,,,,,,,
23-Jan-08,3.38,3.66,2.75,2.85,6.63,4.87,2.05,2.23,2.56,5.70,2.99,,,0.28,,,,,,,,,,,,,,
24-Jan-08,3.14,3.42,2.52,2.51,6.41,4.55,1.89,1.95,2.34,5.41,2.80,,,0.28,,,,,,,,,,,,,,
25-Jan-08,3.21,3.53,2.57,2.57,6.42,4.68,1.99,1.99,2.38,5.54,2.83,,,0.31,,,,,,,,,,,,,,
28-Jan-08,3.20,3.52,2.59,2.59,6.42,4.70,2.01,1.99,2.39,5.37,2.84,,,0.31,,,,,,,,,,,,,,
29-Jan-08,3.16,3.54,2.53,2.53,6.38,4.66,1.95,1.96,2.31,5.35,2.80,,,0.38,,,,,,,,,,,,,,
30-Jan-08,3.08,3.49,2.43,2.39,6.37,4.51,1.91,1.94,2.25,5.22,2.78,,,0.41,,,,,,,,,,,,,,
31-Jan-08,3.18,3.59,2.54,2.56,6.49,4.66,1.98,2.05,2.38,5.32,2.93,,,0.41,,,,,,,,,,,,,,
1-Feb-08,3.20,3.64,2.58,2.57,6.55,4.62,2.00,2.10,2.40,5.33,2.91,,,0.44,,,,,,,,,,,,,,
4-Feb-08,3.14,3.59,2.53,2.51,6.49,4.53,1.94,2.03,2.33,5.29,2.85,,,0.45,,,,,,,,,,,,,,
5-Feb-08,3.24,3.67,2.65,2.63,6.57,4.70,2.01,2.13,2.42,5.41,2.92,,,0.43,,,,,,,,,,,,,,
6-Feb-08,3.24,3.67,2.64,2.62,6.57,4.70,2.00,2.10,2.39,5.44,2.93,,,0.43,,,,,,,,,,,,,,
7-Feb-08,3.15,3.54,2.57,2.47,6.48,4.64,1.91,1.98,2.28,5.39,2.81,,,0.39,,,,,,,,,,,,,,
8-Feb-08,3.32,3.70,2.73,2.62,6.59,4.89,2.01,2.12,2.35,5.91,2.91,,,0.38,,,,,,,,,,,,,,
11-Feb-08,3.33,3.70,2.73,2.62,6.60,4.97,2.02,2.15,2.38,5.89,2.95,,,0.36,,,,,,,,,,,,,,
12-Feb-08,3.25,3.70,2.63,2.52,6.59,4.79,1.95,2.13,2.32,5.68,2.93,,,0.45,,,,,,,,,,,,,,
13-Feb-08,3.21,3.70,2.58,2.46,6.55,4.76,1.91,2.12,2.28,5.62,2.92,,,0.48,,,,,,,,,,,,,,
14-Feb-08,3.17,3.70,2.51,2.47,6.48,4.74,1.86,2.05,2.21,5.58,2.83,,,0.53,,,,,,,,,,,,,,
15-Feb-08,3.24,3.78,2.61,2.55,6.52,4.87,1.92,2.14,2.28,5.68,2.90,,,0.54,,,,,,,,,,,,,,
19-Feb-08,3.22,3.78,2.60,2.52,6.44,4.79,1.92,2.12,2.25,5.58,2.90,,,0.56,,,,,,,,,,,,,,
20-Feb-08,3.15,3.64,2.51,2.41,6.27,4.78,1.85,2.10,2.24,5.50,2.87,,,0.49,,,,,,,,,,,,,,
21-Feb-08,3.22,3.85,2.55,2.51,6.18,4.87,1.90,2.19,2.32,5.60,2.97,,,0.63,,,,,,,,,,,,,,
22-Feb-08,3.16,3.84,2.47,2.44,6.18,4.81,1.82,2.12,2.27,5.54,2.97,,,0.68,,,,,,,,,,,,,,
25-Feb-08,3.06,3.72,2.39,2.29,6.05,4.77,1.72,1.99,2.14,5.37,2.87,,,0.67,,,,,,,,,,,,,,
26-Feb-08,3.05,3.77,2.37,2.29,6.02,4.63,1.73,2.00,2.17,5.36,2.90,,,0.72,,,,,,,,,,,,,,
27-Feb-08,3.07,3.83,2.40,2.32,6.09,4.63,1.71,1.97,2.19,5.48,2.92,,,0.76,,,,,,,,,,,,,,
28-Feb-08,3.20,4.06,2.54,2.48,6.26,4.79,1.81,2.04,2.30,5.62,3.08,,,0.86,,,,,,,,,,,,,,
29-Feb-08,3.33,4.22,2.65,2.58,6.40,5.03,1.91,2.15,2.43,5.83,3.21,,,0.89,,,,,,,,,,,,,,
3-Mar-08,3.37,4.22,2.67,2.70,6.52,5.06,1.92,2.16,2.40,6.04,3.22,,,0.85,,,,,,,,,,,,,,
4-Mar-08,3.28,4.16,2.57,2.60,6.54,4.93,1.83,2.06,2.27,5.96,3.13,,,0.88,,,,,,,,,,,,,,
5-Mar-08,3.20,4.10,2.52,2.47,6.46,4.75,1.79,1.99,2.13,5.85,3.04,,,0.90,,,,,,,,,,,,,,
6-Mar-08,3.25,4.15,2.56,2.52,6.51,4.90,1.84,2.03,2.14,5.99,3.07,,,0.90,,,,,,,,,,,,,,
7-Mar-08,3.38,4.43,2.73,2.65,6.66,5.05,1.94,2.16,2.26,6.16,3.16,,,1.04,,,,,,,,,,,,,,
10-Mar-08,3.47,4.59,2.83,2.73,6.71,5.25,2.03,2.23,2.34,6.19,3.26,,,1.12,,,,,,,,,,,,,,
11-Mar-08,3.29,4.39,2.65,2.51,6.51,4.90,1.88,2.08,2.19,5.96,3.13,,,1.09,,,,,,,,,,,,,,
12-Mar-08,3.39,4.50,2.72,2.59,6.63,5.10,1.97,2.19,2.32,6.07,3.23,,,1.11,,,,,,,,,,,,,,
13-Mar-08,3.39,4.55,2.76,2.59,6.67,5.12,1.91,2.18,2.31,6.11,3.19,,,1.16,,,,,,,,,,,,,,
14-Mar-08,3.54,4.67,2.89,2.69,6.94,5.41,2.00,2.28,2.42,6.43,3.32,,,1.13,,,,,,,,,,,,,,
17-Mar-08,3.71,4.82,3.04,2.86,7.33,5.80,2.12,2.44,2.52,6.67,3.44,,,1.11,,,,,,,,,,,,,,
18-Mar-08,3.50,4.81,2.84,2.71,6.78,5.36,1.99,2.29,2.42,6.15,3.34,,,1.31,,,,,,,,,,,,,,
19-Mar-08,3.59,4.89,2.90,2.77,6.87,5.51,2.04,2.39,2.51,6.34,3.45,,,1.31,,,,,,,,,,,,,,
20-Mar-08,3.59,4.89,2.91,2.77,6.87,5.51,2.02,2.39,2.51,6.36,3.46,,,1.30,,,,,,,,,,,,,,
24-Mar-08,3.43,4.69,2.72,2.57,6.62,5.32,1.86,2.25,2.37,6.20,3.32,,,1.26,,,,,,,,,,,,,,
25-Mar-08,3.45,4.67,2.75,2.59,6.60,5.35,1.85,2.24,2.39,6.30,3.35,,,1.22,,,,,,,,,,,,,,
26-Mar-08,3.48,4.70,2.77,2.62,6.58,5.55,1.85,2.23,2.37,6.43,3.35,,,1.22,,,,,,,,,,,,,,
27-Mar-08,3.45,4.65,2.72,2.54,6.50,5.51,1.83,2.17,2.36,6.47,3.31,,,1.21,,,,,,,,,,,,,,
28-Mar-08,3.50,4.71,2.77,2.55,6.60,5.59,1.89,2.19,2.40,6.55,3.38,,,1.22,,,,,,,,,,,,,,
31-Mar-08,3.55,4.89,2.83,2.58,6.62,5.81,1.93,2.23,2.44,6.61,3.43,,,1.34,,,,,,,,,,,,,,
1-Apr-08,3.43,4.74,2.72,2.44,6.50,5.61,1.84,2.08,2.32,6.47,3.31,,,1.31,,,,,,,,,,,,,,
2-Apr-08,3.38,4.67,2.68,2.36,6.39,5.43,1.82,2.03,2.29,6.40,3.28,,,1.29,,,,,,,,,,,,,,
3-Apr-08,3.33,4.63,2.63,2.29,6.31,5.30,1.79,1.93,2.29,6.36,3.26,,,1.30,,,,,,,,,,,,,,
4-Apr-08,3.37,4.74,2.65,2.31,6.24,5.30,1.83,1.97,2.36,6.48,3.31,,,1.37,,,,,,,,,,,,,,
7-Apr-08,3.28,4.65,2.58,2.22,6.06,5.29,1.75,1.90,2.20,6.33,3.21,,,1.36,,,,,,,,,,,,,,
8-Apr-08,3.27,4.66,2.55,2.23,6.10,5.36,1.73,1.88,2.21,6.27,3.15,,,1.39,,,,,,,,,,,,,,
9-Apr-08,3.35,4.77,2.63,2.32,6.16,5.44,1.79,1.99,2.29,6.38,3.21,,,1.43,,,,,,,,,,,,,,
10-Apr-08,3.28,4.71,2.55,2.22,6.10,5.42,1.73,1.96,2.21,6.26,3.18,,,1.43,,,,,,,,,,,,,,
11-Apr-08,3.32,4.73,2.56,2.28,6.13,5.58,1.75,1.99,2.24,6.30,3.20,,,1.41,,,,,,,,,,,,,,
14-Apr-08,3.28,4.72,2.52,2.24,6.11,5.53,1.75,1.97,2.19,6.23,3.17,,,1.43,,,,,,,,,,,,,,
15-Apr-08,3.22,4.64,2.44,2.19,6.02,5.50,1.70,1.87,2.13,6.16,3.05,,,1.42,,,,,,,,,,,,,,
16-Apr-08,3.08,4.50,2.28,2.01,5.88,5.46,1.62,1.70,1.96,6.00,2.86,,,1.42,,,,,,,,,,,,,,
17-Apr-08,3.09,4.44,2.29,2.00,5.97,5.57,1.64,1.68,1.94,6.06,2.78,,,1.35,,,,,,,,,,,,,,
18-Apr-08,3.08,4.14,2.28,2.01,5.87,5.45,1.64,1.68,1.93,6.13,2.75,,,1.06,,,,,,,,,,,,,,
21-Apr-08,3.14,4.18,2.34,2.04,5.91,5.60,1.69,1.73,1.97,6.25,2.77,,,1.04,,,,,,,,,,,,,,
22-Apr-08,3.17,4.16,2.34,2.08,5.93,5.83,1.69,1.72,2.00,6.27,2.80,,,1.00,,,,,,,,,,,,,,
23-Apr-08,3.15,4.16,2.32,2.09,5.90,5.76,1.68,1.71,1.97,6.32,2.78,,,1.00,,,,,,,,,,,,,,
24-Apr-08,3.10,4.03,2.27,2.03,5.80,5.65,1.63,1.63,1.90,6.37,2.69,,,0.93,,,,,,,,,,,,,,
25-Apr-08,3.09,3.98,2.25,2.02,5.74,5.89,1.59,1.59,1.85,6.46,2.64,,,0.89,,,,,,,,,,,,,,
28-Apr-08,3.11,4.02,2.27,2.02,5.78,5.80,1.61,1.61,1.88,6.53,2.68,,,0.90,,,,,,,,,,,,,,
29-Apr-08,3.10,4.04,2.24,2.05,5.77,5.84,1.63,1.65,1.90,6.35,2.69,,,0.93,,,,,,,,,,,,,,
30-Apr-08,3.09,4.08,2.17,2.02,5.74,5.63,1.64,1.68,1.95,6.39,2.75,,,0.99,,,,,,,,,,,,,,
1-May-08,3.03,4.10,2.06,1.89,5.80,5.47,1.62,1.63,1.93,6.33,2.71,,,1.07,,,,,,,,,,,,,,
2-May-08,2.96,4.01,2.00,1.85,5.71,5.48,1.53,1.56,1.85,6.19,2.64,,,1.04,,,,,,,,,,,,,,
5-May-08,2.94,4.01,2.00,1.83,5.69,5.43,1.51,1.52,1.83,6.19,2.62,,,1.07,,,,,,,,,,,,,,
6-May-08,2.91,3.99,1.97,1.74,5.64,5.46,1.47,1.48,1.79,6.16,2.58,,,1.08,,,,,,,,,,,,,,
7-May-08,2.96,3.96,2.04,1.83,5.67,5.70,1.48,1.50,1.79,6.28,2.58,,,1.00,,,,,,,,,,,,,,
8-May-08,3.04,4.05,2.10,1.93,5.76,5.70,1.55,1.52,1.90,6.51,2.66,,,1.00,,,,,,,,,,,,,,
9-May-08,3.09,4.08,2.15,1.99,5.81,5.73,1.57,1.56,1.93,6.65,2.69,,,0.99,,,,,,,,,,,,,,
12-May-08,3.10,4.07,2.15,1.96,5.80,5.80,1.56,1.58,1.92,6.67,2.70,,,0.98,,,,,,,,,,,,,,
13-May-08,3.01,3.92,2.05,1.85,5.65,5.66,1.48,1.49,1.81,6.80,2.59,,,0.90,,,,,,,,,,,,,,
14-May-08,2.99,3.87,2.04,1.80,5.58,5.59,1.50,1.48,1.77,6.69,2.56,,,0.88,,,,,,,,,,,,,,
15-May-08,3.04,3.97,2.09,1.79,5.66,5.56,1.54,1.54,1.84,6.81,2.61,,,0.93,,,,,,,,,,,,,,
16-May-08,2.99,4.02,2.04,1.69,5.64,5.52,1.50,1.51,1.84,6.63,2.63,,,1.03,,,,,,,,,,,,,,
19-May-08,2.98,4.03,2.05,1.72,5.64,5.38,1.52,1.50,1.83,6.61,2.61,,,1.05,,,,,,,,,,,,,,
20-May-08,3.03,4.09,2.10,1.84,5.65,5.44,1.56,1.59,1.88,6.59,2.63,,,1.06,,,,,,,,,,,,,,
21-May-08,3.00,4.06,2.07,1.80,5.61,5.42,1.56,1.59,1.87,6.47,2.62,,,1.06,,,,,,,,,,,,,,
22-May-08,2.93,4.00,2.01,1.68,5.47,5.41,1.52,1.54,1.81,6.34,2.52,,,1.07,,,,,,,,,,,,,,
23-May-08,3.01,4.06,2.09,1.78,5.54,5.59,1.58,1.62,1.87,6.40,2.58,,,1.06,,,,,,,,,,,,,,
27-May-08,2.95,4.01,2.07,1.72,5.45,5.56,1.57,1.59,1.81,6.16,2.53,,,1.06,,,,,,,,,,,,,,
28-May-08,2.93,4.00,2.06,1.73,5.44,5.48,1.61,1.57,1.76,6.06,2.51,,,1.07,,,,,,,,,,,,,,
29-May-08,2.84,4.01,1.90,1.63,5.38,5.35,1.62,1.49,1.69,5.90,2.47,,,1.17,,,,,,,,,,,,,,
30-May-08,2.83,4.03,1.80,1.56,5.41,5.35,1.58,1.50,1.71,5.98,2.52,,,1.20,,,,,,,,,,,,,,
2-Jun-08,2.86,4.13,1.79,1.61,5.47,5.42,1.61,1.55,1.76,6.00,2.58,,,1.27,,,,,,,,,,,,,,
3-Jun-08,2.92,4.21,1.83,1.70,5.56,5.49,1.58,1.64,1.86,6.13,2.67,,,1.29,,,,,,,,,,,,,,
4-Jun-08,2.87,4.17,1.79,1.66,5.50,5.28,1.53,1.56,1.85,6.13,2.60,,,1.30,,,,,,,,,,,,,,
5-Jun-08,2.83,4.10,1.78,1.63,5.45,5.26,1.52,1.49,1.76,5.97,2.54,,,1.27,,,,,,,,,,,,,,
6-Jun-08,2.92,4.21,1.89,1.73,5.55,5.47,1.59,1.57,1.87,5.98,2.61,,,1.30,,,,,,,,,,,,,,
9-Jun-08,2.94,4.21,1.94,1.73,5.68,5.43,1.63,1.55,1.88,5.96,2.61,,,1.28,,,,,,,,,,,,,,
10-Jun-08,2.82,3.93,1.83,1.67,5.56,5.42,1.53,1.42,1.72,5.71,2.49,,,1.12,,,,,,,,,,,,,,
11-Jun-08,2.85,4.00,1.90,1.76,5.60,5.35,1.58,1.51,1.75,5.60,2.55,,,1.15,,,,,,,,,,,,,,
12-Jun-08,2.81,3.82,1.85,1.70,5.63,5.35,1.56,1.47,1.66,5.57,2.45,,,1.02,,,,,,,,,,,,,,
13-Jun-08,2.78,3.77,1.81,1.66,5.62,5.41,1.54,1.46,1.62,5.49,2.44,,,1.00,,,,,,,,,,,,,,
16-Jun-08,2.82,3.78,1.87,1.70,5.62,5.55,1.54,1.47,1.66,5.55,2.47,,,0.96,,,,,,,,,,,,,,
17-Jun-08,2.82,3.81,1.86,1.72,5.58,5.75,1.51,1.47,1.66,5.56,2.47,,,0.99,,,,,,,,,,,,,,
18-Jun-08,2.87,3.90,1.93,1.83,5.50,5.68,1.56,1.56,1.78,5.46,2.55,,,1.04,,,,,,,,,,,,,,
19-Jun-08,2.85,3.83,1.88,1.80,5.52,5.61,1.53,1.54,1.75,5.57,2.53,,,0.98,,,,,,,,,,,,,,
20-Jun-08,2.94,3.90,1.96,1.81,5.79,5.81,1.60,1.62,1.81,5.71,2.66,,,0.96,,,,,,,,,,,,,,
23-Jun-08,2.93,3.87,1.98,1.81,5.74,5.72,1.59,1.58,1.80,5.71,2.62,,,0.93,,,,,,,,,,,,,,
24-Jun-08,3.01,4.29,2.05,1.89,5.82,5.82,1.67,1.68,1.87,5.82,2.69,,,1.28,,,,,,,,,,,,,,
25-Jun-08,3.04,4.29,2.08,1.96,5.83,5.81,1.70,1.69,1.89,5.88,2.73,,,1.25,,,,,,,,,,,,,,
26-Jun-08,3.20,4.40,2.20,2.16,5.98,6.06,1.82,1.87,2.08,6.11,2.85,,,1.21,,,,,,,,,,,,,,
27-Jun-08,3.27,4.62,2.27,2.19,6.10,6.14,1.90,1.97,2.16,6.15,2.94,,,1.35,,,,,,,,,,,,,,
30-Jun-08,3.25,4.63,2.27,2.21,5.96,6.14,1.94,1.99,2.18,5.96,2.94,,,1.38,,,,,,,,,,,,,,
1-Jul-08,3.29,4.63,2.31,2.28,5.98,6.29,1.97,2.02,2.19,6.03,2.98,,,1.34,,,,,,,,,,,,,,
2-Jul-08,3.33,4.66,2.35,2.28,6.07,6.38,1.99,2.05,2.23,6.05,3.07,,,1.33,,,,,,,,,,,,,,
3-Jul-08,3.31,4.72,2.35,2.23,6.10,6.22,2.01,2.04,2.22,5.94,3.09,,,1.41,,,,,,,,,,,,,,
7-Jul-08,3.35,4.78,2.38,2.26,6.11,6.27,2.07,2.05,2.25,5.98,3.16,,,1.44,,,,,,,,,,,,,,
8-Jul-08,3.41,4.82,2.43,2.28,6.65,6.35,2.12,2.02,2.26,6.09,3.19,,,1.41,,,,,,,,,,,,,,
9-Jul-08,3.44,4.87,2.46,2.27,6.63,6.44,2.12,2.07,2.28,6.19,3.22,,,1.43,,,,,,,,,,,,,,
10-Jul-08,3.48,4.94,2.49,2.31,6.84,6.51,2.10,2.12,2.29,6.36,3.25,,,1.46,,,,,,,,,,,,,,
11-Jul-08,3.41,4.79,2.40,2.30,6.72,6.58,2.01,2.06,2.21,6.24,3.17,,,1.38,,,,,,,,,,,,,,
14-Jul-08,3.48,4.95,2.48,2.36,6.78,6.65,2.06,2.08,2.25,6.38,3.23,,,1.47,,,,,,,,,,,,,,
15-Jul-08,3.52,5.00,2.48,2.37,6.94,6.68,2.09,2.13,2.28,6.52,3.31,,,1.48,,,,,,,,,,,,,,
16-Jul-08,3.44,4.94,2.38,2.28,6.93,6.57,1.99,2.05,2.19,6.42,3.22,,,1.50,,,,,,,,,,,,,,
17-Jul-08,3.33,4.81,2.27,2.12,6.87,6.36,1.90,1.94,2.07,6.25,3.12,,,1.48,,,,,,,,,,,,,,
18-Jul-08,3.28,4.75,2.25,2.09,6.87,5.99,1.92,1.92,2.05,6.13,3.15,,,1.47,,,,,,,,,,,,,,
21-Jul-08,3.29,4.75,2.25,2.10,6.87,5.94,1.92,1.89,2.04,6.11,3.18,,,1.47,,,,,,,,,,,,,,
22-Jul-08,3.28,4.90,2.22,2.03,6.84,6.01,1.91,1.90,2.03,6.13,3.12,,,1.63,,,,,,,,,,,,,,
23-Jul-08,3.22,4.84,2.16,1.98,6.69,5.86,1.87,1.84,1.99,6.14,3.08,,,1.61,,,,,,,,,,,,,,
24-Jul-08,3.33,4.99,2.24,2.08,6.82,6.09,1.96,1.95,2.11,6.29,3.19,,,1.66,,,,,,,,,,,,,,
25-Jul-08,3.26,4.90,2.16,1.99,6.73,6.09,1.87,1.86,2.03,6.26,3.08,,,1.64,,,,,,,,,,,,,,
28-Jul-08,3.33,5.00,2.21,2.07,6.82,6.24,1.94,1.95,2.11,6.33,3.10,,,1.67,,,,,,,,,,,,,,
29-Jul-08,3.30,4.97,2.20,2.01,6.78,6.13,1.92,1.89,2.09,6.29,3.08,,,1.67,,,,,,,,,,,,,,
30-Jul-08,3.29,5.20,2.20,2.02,6.63,6.08,1.91,1.84,2.09,6.40,3.07,,,1.91,,,,,,,,,,,,,,
31-Jul-08,3.37,5.29,2.25,2.09,6.64,6.12,1.92,1.80,2.12,6.57,3.14,,,1.92,,,,,,,,,,,,,,
1-Aug-08,3.42,5.32,2.28,2.12,6.66,6.25,1.94,1.82,2.15,6.74,3.16,,,1.90,,,,,,,,,,,,,,
4-Aug-08,3.41,5.15,2.26,2.11,6.65,6.35,1.90,1.81,2.13,6.79,3.15,,,1.74,,,,,,,,,,,,,,
